source,target,score_1,score_2,editor_1,editor_2,aligner,agreement,final_score
совершенно,рыцаря,0,0,E14,E10,a,1,0
воли,воры,0,0,E14,E10,a,1,0
сказал,послал,0,0,E14,E10,a,1,0
нами,Минуты,0,0,E14,E10,a,1,0
отворотилась,заплакала,0,0,E14,E10,a,1,0
будут,будет,0,0,E14,E10,a,1,0
положении,окошке,0,0,E14,E10,a,1,0
натура,девушка,0,0,E14,E10,a,1,0
покорчило,казался,0,0,E14,E10,a,1,0
нибудь,мы,0,0,E14,E10,a,1,0
покоя,койствия,0,0,E14,E10,a,1,0
Ваше,Письмо,0,0,E14,E10,a,1,0
поступают,увидела,0,0,E14,E10,a,1,0
нашли,ответил,0,0,E14,E10,a,1,0
велел,верхом,0,0,E14,E10,a,1,0
сердце,он,0,0,E14,E10,a,1,0
тайнике,Фандорин,0,0,E14,E10,a,1,0
связанные,вечность,0,0,E14,E10,a,1,0
рассветало,наступало,0,0,E14,E10,a,1,0
говорила,появилась,0,0,E14,E10,a,1,0
красной,ной,0,0,E14,E10,a,1,0
листики,листья,0,0,E14,E10,a,1,0
противоречит,угроза,0,0,E14,E10,a,1,0
тоном,то,0,0,E14,E10,a,1,0
Моя,моей,0,0,E14,E10,a,1,0
как,Когда,0,0,E14,E10,a,1,0
повторяю,ошибаюсь,0,0,E14,E10,a,1,0
заспорили,начали,0,0,E14,E10,a,1,0
оборотах,манерах,0,0,E14,E10,a,1,0
будут,Будете,0,0,E14,E10,a,1,0
мог,продолжал,0,0,E14,E10,a,1,0
досады,дражения,0,0,E14,E10,a,1,0
пятился,переводил,0,0,E14,E10,a,1,0
Междуречье,Багдаде,0,0,E14,E10,a,1,0
Точно,Как,0,0,E14,E10,a,1,0
если,всё,0,0,E14,E10,a,1,0
Ирину,сестёр,0,0,E14,E10,a,1,0
Словом,Как,0,0,E14,E10,a,1,0
Вронскому,опора,0,0,E14,E10,a,1,0
есть,всегда,0,0,E14,E10,a,1,0
что,Лишнее,0,0,E14,E10,a,1,0
тошнота,кормление,0,0,E14,E10,a,1,0
знаю,любили,0,0,E14,E10,a,1,0
Петербурга,ним,0,0,E14,E10,a,1,0
умоляем,помочь,0,0,E14,E10,a,1,0
ссора,ссо,0,0,E14,E10,a,1,0
дрогнул,стал,0,0,E14,E10,a,1,0
Наблюдение,Вот,0,0,E14,E10,a,1,0
уткой,ной,0,0,E14,E10,a,1,0
что,чтобы,0,0,E14,E10,a,1,0
приоритету,этому,0,0,E14,E10,a,1,0
Что,это,0,0,E14,E10,a,1,0
дверь,молитву,0,0,E14,E10,a,1,0
искателей,поклонников,0,0,E14,E10,a,1,0
мог,молчала,0,0,E14,E10,a,1,0
закричали,закричал,0,0,E14,E10,a,1,0
исправился,вился,0,0,E14,E10,a,1,0
куплю,смогу,0,0,E14,E10,a,1,0
посещало,видела,0,0,E14,E10,a,1,0
можно,идёт,0,0,E14,E10,a,1,0
ли,Может,0,0,E14,E10,a,1,0
дел,много,0,0,E14,E10,a,1,0
чем,когда,0,0,E14,E10,a,1,0
нагнувшись,нувшись,0,0,E14,E10,a,1,0
было,стояли,0,0,E14,E10,a,1,0
непонятной,очень,0,0,E14,E10,a,1,0
побрезгал,решил,0,0,E14,E10,a,1,0
спрашивать,спраши,0,0,E14,E10,a,1,0
выражения,говорило,0,0,E14,E10,a,1,0
горести,жестокую,0,0,E14,E10,a,1,0
Очень,Да,0,0,E14,E10,a,1,0
карету,рубашке,0,0,E14,E10,a,1,0
положении,для,0,0,E14,E10,a,1,0
запрещает,не,0,0,E14,E10,a,1,0
гимназии,назии,0,0,E14,E10,a,1,0
туалет,причёска,0,0,E14,E10,a,1,0
стекло,говорить,0,0,E14,E10,a,1,0
Помните,Ну,0,0,E14,E10,a,1,0
настаивала,бормотал,0,0,E14,E10,a,1,0
остался,услышали,0,0,E14,E10,a,1,0
Очень,Он,0,0,E14,E10,a,1,0
произведенное,простые,0,0,E14,E10,a,1,0
Воспитывался,Получил,0,0,E14,E10,a,1,0
проливам,Босфору,0,0,E14,E10,a,1,0
беспрестанно,пос,0,0,E14,E10,a,1,0
Турнули,Дали,0,0,E14,E10,a,1,0
Молчание,Письмо,0,0,E14,E10,a,1,0
вернулся,ушли,0,0,E14,E10,a,1,0
захочет,могла,0,0,E14,E10,a,1,0
всё,будет,0,0,E14,E10,a,1,0
Ваше,Сегодня,0,0,E14,E10,a,1,0
того,Это,0,0,E14,E10,a,1,0
торгам,цене,0,0,E14,E10,a,1,0
отыскивая,увидеть,0,0,E14,E10,a,1,0
удивился,неё,0,0,E14,E10,a,1,0
бретеру,графу,0,0,E14,E10,a,1,0
отирал,был,0,0,E14,E10,a,1,0
обыкновенный,обыкно,0,0,E14,E10,a,1,0
клетке,собаке,0,0,E14,E10,a,1,0
рубахе,рубашке,0,0,E14,E10,a,1,0
очевидно,оче,0,0,E14,E10,a,1,0
трясти,схватил,0,0,E14,E10,a,1,0
еще,стало,0,0,E14,E10,a,1,0
сбоку,из,0,0,E14,E10,a,1,0
природа,матьприрода,0,0,E14,E10,a,1,0
выставить,охрану,0,0,E14,E10,a,1,0
зеркалом,зерка,0,0,E14,E10,a,1,0
Год,Через,0,0,E14,E10,a,1,0
тепленький,Тёплый,0,0,E14,E10,a,1,0
потупился,смог,0,0,E14,E10,a,1,0
неполным,тяжёлым,0,0,E14,E10,a,1,0
объясни,посмотрел,0,0,E14,E10,a,1,0
расчувствовался,ствовался,0,0,E14,E10,a,1,0
влюблен,влюб,0,0,E14,E10,a,1,0
твердо,думал,0,0,E14,E10,a,1,0
людей,власти,0,0,E14,E10,a,1,0
спросила,высказал,0,0,E14,E10,a,1,0
деревню,жену,0,0,E14,E10,a,1,0
ты,нужно,0,0,E14,E10,a,1,0
видимым,равное,0,0,E14,E10,a,1,0
Малинник,наследник,0,0,E14,E10,a,1,0
сердцу,коридору,0,0,E14,E10,a,1,0
училась,учились,0,0,E14,E10,a,1,0
мыслью,знаю,0,0,E14,E10,a,1,0
сиренью,сидеть,0,0,E14,E10,a,1,0
платье,Вронским,0,0,E14,E10,a,1,0
есть,за,0,0,E14,E10,a,1,0
ветви,везде,0,0,E14,E10,a,1,0
простите,смотрите,0,0,E14,E10,a,1,0
единственно,ственно,0,0,E14,E10,a,1,0
рассеянно,рассматривать,0,0,E14,E10,a,1,0
теперь,заранее,0,0,E14,E10,a,1,0
черный,чик,0,0,E14,E10,a,1,0
уныло,всякой,0,0,E14,E10,a,1,0
такое,похож,0,0,E14,E10,a,1,0
замучился,заму,0,0,E14,E10,a,1,0
бомбардировал,писал,0,0,E14,E10,a,1,0
унимался,мог,0,0,E14,E10,a,1,0
прохладно,слышно,0,0,E14,E10,a,1,0
письменного,менного,0,0,E14,E10,a,1,0
сгублю,умру,0,0,E14,E10,a,1,0
сошли,думал,0,0,E14,E10,a,1,0
тут,под,0,0,E14,E10,a,1,0
сказать,зать,0,0,E14,E10,a,1,0
жили,спал,0,0,E14,E10,a,1,0
Сегодня,Се,0,0,E14,E10,a,1,0
Ну,Теперь,0,0,E14,E10,a,1,0
Вам,Он,0,0,E14,E10,a,1,0
ждал,Такой,0,0,E14,E10,a,1,0
Тоже,Но,0,0,E14,E10,a,1,0
он,который,0,0,E14,E10,a,1,0
поселились,жить,0,0,E14,E10,a,1,0
воспитываются,для,0,0,E14,E10,a,1,0
утешением,уте,0,0,E14,E10,a,1,0
понадобился,был,0,0,E14,E10,a,1,0
Не,Страшно,0,0,E14,E10,a,1,0
Подойдя,подошёл,0,0,E14,E10,a,1,0
кампанию,каюту,0,0,E14,E10,a,1,0
Пошел,Если,0,0,E14,E10,a,1,0
старалась,неприятно,0,0,E14,E10,a,1,0
ответил,действовал,0,0,E14,E10,a,1,0
любить,лю,0,0,E14,E10,a,1,0
Если,Еслиотдаст,0,0,E14,E10,a,1,0
нас,меня,0,0,E14,E10,a,1,0
тебе,Бог,0,0,E14,E10,a,1,0
то,комнатуто,0,0,E14,E10,a,1,0
укладки,собирать,0,0,E14,E10,a,1,0
Чем,Боже,0,0,E14,E10,a,1,0
потирал,вспоминал,0,0,E14,E10,a,1,0
ни,только,0,0,E14,E10,a,1,0
оклеветанный,бедный,0,0,E14,E10,a,1,0
Платону,жену,0,0,E14,E10,a,1,0
господин,Фандорин,0,0,E14,E10,a,1,0
Александровича,Каренина,0,0,E14,E10,a,1,0
серьезно,но,0,0,E14,E10,a,1,0
господин,расска,0,0,E14,E10,a,1,0
певцы,Они,0,0,E14,E10,a,1,0
Степаповна,Степановна,0,0,E14,E10,a,1,0
Маргарете,Маргарет,0,0,E14,E10,a,1,0
слыхал,шал,0,0,E14,E10,a,1,0
кашлянув,Когда,0,0,E14,E10,a,1,0
Она,ней,0,0,E14,E10,a,1,0
починить,изменить,0,0,E14,E10,a,1,0
предполагать,ждать,0,0,E14,E10,a,1,0
могиле,умер,0,0,E14,E10,a,1,0
скосил,посмотрел,0,0,E14,E10,a,1,0
поделился,была,0,0,E14,E10,a,1,0
беспрестанно,тоянно,0,0,E14,E10,a,1,0
сделал,отошёл,0,0,E14,E10,a,1,0
спросила,задумчиво,0,0,E14,E10,a,1,0
Вронский,Это,0,0,E14,E10,a,1,0
внести,собирать,0,0,E14,E10,a,1,0
переделаешь,честной,0,0,E14,E10,a,1,0
вдруг,переставал,0,0,E14,E10,a,1,0
генерала,шефа,0,0,E14,E10,a,1,0
просиявших,глазам,0,0,E14,E10,a,1,0
то,чёмто,0,0,E14,E10,a,1,0
потешение,похожа,0,0,E14,E10,a,1,0
льняным,модном,0,0,E14,E10,a,1,0
есть,же,0,0,E14,E10,a,1,0
встал,около,0,0,E14,E10,a,1,0
наружности,приятный,0,0,E14,E10,a,1,0
этому,тому,0,0,E14,E10,a,1,0
недоумении,не,0,0,E14,E10,a,1,0
трагическим,гическим,0,0,E14,E10,a,1,0
вырвались,осветили,0,0,E14,E10,a,1,0
сказать,но,0,0,E14,E10,a,1,0
сумрак,лес,0,0,E14,E10,a,1,0
Словно,сякие,0,0,E14,E10,a,1,0
то,которого,0,0,E14,E10,a,1,0
обернулись,посмот,0,0,E14,E10,a,1,0
Приехав,приехала,0,0,E14,E10,a,1,0
перья,кошмары,0,0,E14,E10,a,1,0
вот,Сегодня,0,0,E14,E10,a,1,0
зарождающейся,высказать,0,0,E14,E10,a,1,0
открыли,стрелять,0,0,E14,E10,a,1,0
красные,маленькие,0,0,E14,E10,a,1,0
корпус,секрет,0,0,E14,E10,a,1,0
Хорошо,Вот,0,0,E14,E10,a,1,0
Щербацких,приказчику,0,0,E14,E10,a,1,0
убранной,богатой,0,0,E14,E10,a,1,0
мой,Этомой,0,0,E14,E10,a,1,0
представить,Обычно,0,0,E14,E10,a,1,0
никого,этого,0,0,E14,E10,a,1,0
Раскланиваясь,Он,0,0,E14,E10,a,1,0
д’Эвре,эфенди—,0,0,E14,E10,a,1,0
знаю,смотрите,0,0,E14,E10,a,1,0
фигура,ведь,0,0,E14,E10,a,1,0
бросались,было,0,0,E14,E10,a,1,0
невозмутимо,самих,0,0,E14,E10,a,1,0
оказались,сказал,0,0,E14,E10,a,1,0
Государственное,государственным,0,0,E14,E10,a,1,0
засердился,сказал,0,0,E14,E10,a,1,0
ужаснее,нее,0,0,E14,E10,a,1,0
начался,начали,0,0,E14,E10,a,1,0
себя,генерал,0,0,E14,E10,a,1,0
Варей,Варю,0,0,E14,E10,a,1,0
Поняли,нас,0,0,E14,E10,a,1,0
обязанностью,обя,0,0,E14,E10,a,1,0
Или,они,0,0,E14,E10,a,1,0
красный,слушал,0,0,E14,E10,a,1,0
вам,хотите,0,0,E14,E10,a,1,0
сидел,работал,0,0,E14,E10,a,1,0
меня,ему,0,0,E14,E10,a,1,0
пересадили,привезли,0,0,E14,E10,a,1,0
стоял,стало,0,0,E14,E10,a,1,0
коротенький,плохим,0,0,E14,E10,a,1,0
отлепливая,раздеваясь,0,0,E14,E10,a,1,0
заставала,мечтала,0,0,E14,E10,a,1,0
создаю,со,0,0,E14,E10,a,1,0
По,Повашему,0,0,E14,E10,a,1,0
По,Но,0,0,E14,E10,a,1,0
огражденный,спасает,0,0,E14,E10,a,1,0
взглядами,взгля,0,0,E14,E10,a,1,0
мужик,саду,0,0,E14,E10,a,1,0
возя,убирали,0,0,E14,E10,a,1,0
карпов,горки,0,0,E14,E10,a,1,0
дала,хотела,0,0,E14,E10,a,1,0
Разве,Может,0,0,E14,E10,a,1,0
государыня,госуда,0,0,E14,E10,a,1,0
берег,корабля,0,0,E14,E10,a,1,0
Сергей,Левин,0,0,E14,E10,a,1,0
стучали,организовала,0,0,E14,E10,a,1,0
робко,не,0,0,E14,E10,a,1,0
Нянечка,Ничего,0,0,E14,E10,a,1,0
доску,смерти,0,0,E14,E10,a,1,0
Он,Гражданин,0,0,E14,E10,a,1,0
предложил,ложил,0,0,E14,E10,a,1,0
отдать,от,0,0,E14,E10,a,1,0
трогательна,чистой,0,0,E14,E10,a,1,0
Егорычем,Урбенина,0,0,E14,E10,a,1,0
принялись,решили,0,0,E14,E10,a,1,0
сказал,был,0,0,E14,E10,a,1,0
сказал,пошёл,0,0,E14,E10,a,1,0
изволите,позавтракаете,0,0,E14,E10,a,1,0
адъютантом,Гасаном,0,0,E14,E10,a,1,0
Попробовали,хотели,0,0,E14,E10,a,1,0
одолевать,заинтересовала,0,0,E14,E10,a,1,0
То,Меня,0,0,E14,E10,a,1,0
вызвался,провожал,0,0,E14,E10,a,1,0
артиллерией,горкой,0,0,E14,E10,a,1,0
больше,ничего,0,0,E14,E10,a,1,0
обеду,гору,0,0,E14,E10,a,1,0
сидит,си,0,0,E14,E10,a,1,0
поспеть,Бой,0,0,E14,E10,a,1,0
висках,глазах,0,0,E14,E10,a,1,0
уважение,уважал,0,0,E14,E10,a,1,0
облако,окно,0,0,E14,E10,a,1,0
не,некстати,0,0,E14,E10,a,1,0
встретила,отвезти,0,0,E14,E10,a,1,0
присутствия,приёмной,0,0,E14,E10,a,1,0
Павел,доктор,0,0,E14,E10,a,1,0
портмоне,рублей,0,0,E14,E10,a,1,0
заглянул,закрыл,0,0,E14,E10,a,1,0
вверх,небо,0,0,E14,E10,a,1,0
звенели,приснился,0,0,E14,E10,a,1,0
ушей,уши,0,0,E14,E10,a,1,0
велик,любое,0,0,E14,E10,a,1,0
спросил,Съезжу,0,0,E14,E10,a,1,0
Александровича,мужа,0,0,E14,E10,a,1,0
платками,думали,0,0,E14,E10,a,1,0
князь,Аделаида,0,0,E14,E10,a,1,0
беспрестанно,всё,0,0,E14,E10,a,1,0
прошлого,этот,0,0,E14,E10,a,1,0
Зато,Тоцкий,0,0,E14,E10,a,1,0
понимал,понимать,0,0,E14,E10,a,1,0
пребывал,осмотрел,0,0,E14,E10,a,1,0
Ведь,хочу,0,0,E14,E10,a,1,0
Господи,мой,0,0,E14,E10,a,1,0
самой,две,0,0,E14,E10,a,1,0
нибудь,чёмнибудь,0,0,E14,E10,a,1,0
ли,же,0,0,E14,E10,a,1,0
Когда,да,0,0,E14,E10,a,1,0
Ничего,строго,0,0,E14,E10,a,1,0
Ани,Ваша,0,0,E14,E10,a,1,0
давеча,рыба,0,0,E14,E10,a,1,0
забыл,заранее,0,0,E14,E10,a,1,0
засадила,сшила,0,0,E14,E10,a,1,0
даешь,Ты,0,0,E14,E10,a,1,0
Шифровальщик,щик,0,0,E14,E10,a,1,0
Вестовой,Варе,0,0,E14,E10,a,1,0
шепнул,надел,0,0,E14,E10,a,1,0
полны,дам,0,0,E14,E10,a,1,0
господином,освободился,0,0,E14,E10,a,1,0
По,понимал,0,0,E14,E10,a,1,0
шла,была,0,0,E14,E10,a,1,0
отцу,Муж,0,0,E14,E10,a,1,0
своем,том,0,0,E14,E10,a,1,0
кодировал,мог,0,0,E14,E10,a,1,0
решает,Решается,0,0,E14,E10,a,1,0
службу,суда,0,0,E14,E10,a,1,0
сочиняла,успокаиваться,0,0,E14,E10,a,1,0
атмосферы,атмосфере,0,0,E14,E10,a,1,0
Твой,ещё,0,0,E14,E10,a,1,0
они,сам,0,0,E14,E10,a,1,0
брошу,хороший,0,0,E14,E10,a,1,0
Соболева,Соболевавторого,0,0,E14,E10,a,1,0
от,пошлаот,0,0,E14,E10,a,1,0
Поли,Поликарп,0,0,E14,E10,a,1,0
меня,менясобиралась,0,0,E14,E10,a,1,0
требовавший,махал,0,0,E14,E10,a,1,0
главных,стороне,0,0,E14,E10,a,1,0
была,стояло,0,0,E14,E10,a,1,0
отчаяние,последнюю,0,0,E14,E10,a,1,0
метать,свободно,0,0,E14,E10,a,1,0
силился,выходите,0,0,E14,E10,a,1,0
Да,Наконец,0,0,E14,E10,a,1,0
усилие,причину,0,0,E14,E10,a,1,0
мало,одинаковые,0,0,E14,E10,a,1,0
сделался,сердился,0,0,E14,E10,a,1,0
высылке,допрос,0,0,E14,E10,a,1,0
трогать,сказать,0,0,E14,E10,a,1,0
направлениям,ниям,0,0,E14,E10,a,1,0
помещичьего,аристократы,0,0,E14,E10,a,1,0
дешево,высоко,0,0,E14,E10,a,1,0
церемониться,чувствовать,0,0,E14,E10,a,1,0
безвестного,шефа,0,0,E14,E10,a,1,0
не,встал,0,0,E14,E10,a,1,0
если,Зачем,0,0,E14,E10,a,1,0
московский,ковский,0,0,E14,E10,a,1,0
молокососов,людей,0,0,E14,E10,a,1,0
весельем,Весёлые,0,0,E14,E10,a,1,0
меня,едем,0,0,E14,E10,a,1,0
Муромскому,Му,0,0,E14,E10,a,1,0
всему,нужно,0,0,E14,E10,a,1,0
ни,точно,0,0,E14,E10,a,1,0
казачьим,турок,0,0,E14,E10,a,1,0
Хотела,Она,0,0,E14,E10,a,1,0
теневской,лесу,0,0,E14,E10,a,1,0
стала,сказала,0,0,E14,E10,a,1,0
земский,Варварски,0,0,E14,E10,a,1,0
требовавший,думать,0,0,E14,E10,a,1,0
приезжающие,приезжал,0,0,E14,E10,a,1,0
рассеянность,ошибку,0,0,E14,E10,a,1,0
знает,придёт,0,0,E14,E10,a,1,0
ни,никакая,0,0,E14,E10,a,1,0
Государственное,специальным,0,0,E14,E10,a,1,0
куском,красивой,0,0,E14,E10,a,1,0
Немного,Через,0,0,E14,E10,a,1,0
Насти,Настя,0,0,E14,E10,a,1,0
Глаза,одежда,0,0,E14,E10,a,1,0
махнул,смотрел,0,0,E14,E10,a,1,0
Воспитывался,воспитание,0,0,E14,E10,a,1,0
переддомом,домом,0,0,E14,E10,a,1,0
назначить,начинать,0,0,E14,E10,a,1,0
забота,желание,0,0,E14,E10,a,1,0
жандарме,жандарм,0,0,E14,E10,a,1,0
делает,переходит,0,0,E14,E10,a,1,0
Барышня,Громче,0,0,E14,E10,a,1,0
приказал,пошёл,0,0,E14,E10,a,1,0
встретил,была,0,0,E14,E10,a,1,0
видя,видел,0,0,E14,E10,a,1,0
нарочно,непременно,0,0,E14,E10,a,1,0
Представьте,Нужно,0,0,E14,E10,a,1,0
она,мать,0,0,E14,E10,a,1,0
сошелся,подошёл,0,0,E14,E10,a,1,0
это,как,0,0,E14,E10,a,1,0
вас,вашего,0,0,E14,E10,a,1,0
не,неожиданно,0,0,E14,E10,a,1,0
шагом,шёпотом,0,0,E14,E10,a,1,0
Она,Сергей,0,0,E14,E10,a,1,0
забавно,забывался,0,0,E14,E10,a,1,0
ущерб,результат,0,0,E14,E10,a,1,0
прибеднялся,был,0,0,E14,E10,a,1,0
рулетку,крупье,0,0,E14,E10,a,1,0
канцлер,государь,0,0,E14,E10,a,1,0
жребий,бросим,0,0,E14,E10,a,1,0
усмехнулась,посмотрела,0,0,E14,E10,a,1,0
видал,кричал,0,0,E14,E10,a,1,0
преследуют,задают,0,0,E14,E10,a,1,0
отхватывают,уходит,0,0,E14,E10,a,1,0
своих,своём,0,0,E14,E10,a,1,0
